,Local authority code,Local authority name,LSOA code,LSOA name,1996-03-01 00:00:00,1996-06-01 00:00:00,1996-09-01 00:00:00,1996-12-01 00:00:00,1997-03-01 00:00:00,1997-06-01 00:00:00,1997-09-01 00:00:00,1997-12-01 00:00:00,1998-03-01 00:00:00,1998-06-01 00:00:00,1998-09-01 00:00:00,1998-12-01 00:00:00,1999-03-01 00:00:00,1999-06-01 00:00:00,1999-09-01 00:00:00,1999-12-01 00:00:00,2000-03-01 00:00:00,2000-06-01 00:00:00,2000-09-01 00:00:00,2000-12-01 00:00:00,2001-03-01 00:00:00,2001-06-01 00:00:00,2001-09-01 00:00:00,2001-12-01 00:00:00,2002-03-01 00:00:00,2002-06-01 00:00:00,2002-09-01 00:00:00,2002-12-01 00:00:00,2003-03-01 00:00:00,2003-06-01 00:00:00,2003-09-01 00:00:00,2003-12-01 00:00:00,2004-03-01 00:00:00,2004-06-01 00:00:00,2004-09-01 00:00:00,2004-12-01 00:00:00,2005-03-01 00:00:00,2005-06-01 00:00:00,2005-09-01 00:00:00,2005-12-01 00:00:00,2006-03-01 00:00:00,2006-06-01 00:00:00,2006-09-01 00:00:00,2006-12-01 00:00:00,2007-03-01 00:00:00,2007-06-01 00:00:00,2007-09-01 00:00:00,2007-12-01 00:00:00,2008-03-01 00:00:00,2008-06-01 00:00:00,2008-09-01 00:00:00,2008-12-01 00:00:00,2009-03-01 00:00:00,2009-06-01 00:00:00,2009-09-01 00:00:00,2009-12-01 00:00:00,2010-03-01 00:00:00,2010-06-01 00:00:00,2010-09-01 00:00:00,2010-12-01 00:00:00,2011-03-01 00:00:00,2011-06-01 00:00:00,2011-09-01 00:00:00,2011-12-01 00:00:00,2012-03-01 00:00:00,2012-06-01 00:00:00,2012-09-01 00:00:00,2012-12-01 00:00:00,2013-03-01 00:00:00,2013-06-01 00:00:00,2013-09-01 00:00:00,2013-12-01 00:00:00,2014-03-01 00:00:00,2014-06-01 00:00:00,2014-09-01 00:00:00,2014-12-01 00:00:00,2015-03-01 00:00:00,2015-06-01 00:00:00,2015-09-01 00:00:00,2015-12-01 00:00:00,2016-03-01 00:00:00,2016-06-01 00:00:00,2016-09-01 00:00:00,2016-12-01 00:00:00,2017-03-01 00:00:00,2017-06-01 00:00:00,2017-09-01 00:00:00,2017-12-01 00:00:00,2018-03-01 00:00:00,2018-06-01 00:00:00,2018-09-01 00:00:00,2018-12-01 00:00:00,2019-03-01 00:00:00,2019-06-01 00:00:00,2019-09-01 00:00:00,2019-12-01 00:00:00,2020-03-01 00:00:00,2020-06-01 00:00:00,2020-09-01 00:00:00,2020-12-01 00:00:00,2021-03-01 00:00:00,2021-06-01 00:00:00,2021-09-01 00:00:00,2021-12-01 00:00:00,2022-03-01 00:00:00,2022-06-01 00:00:00,2022-09-01 00:00:00,2022-12-01 00:00:00
2473,E09000017,Hillingdon,E01002490,Hillingdon 030D,63685,62555,62600,61390,64984,65976,68044,70690,74589,77243,79342,82435,82892,84418,86961,94040,97674,103988,108180,117024,119161,122310,126111,135555,139605,144814,152927,162644,170762,177927,191015,203565,210650,209704,211664,215822,213000,200855,195665,200594,194039,184695,162025,187962,198547,209815,206085,225565,232898,243382,222754,230834,230580,231321,219303,222754,222465,223374,222514,223476,226607,231746,238728,242758,243944,245138,242529,236396,230613,221970,219796,215023,228091,224566,232893,239031,275611,282721,299420,300627,347161,353973,370312,373162,405268,410701,414758,407654,412303,406204,402966,384173,365729,369903,370244,364974,348473,377985,383354,395548,371743,416199,411789,426508,386246,442097,429680,450850
2474,E09000017,Hillingdon,E01002491,Hillingdon 032D,58775,59216,61624,65339,67551,67358,68979,70814,73729,72697,74585,78274,86756,87335,88452,90561,99281,96016,98663,109249,126298,125967,128378,134483,142238,132731,131643,146608,160373,160444,168511,187360,193733,192613,195906,207504,209011,207819,204046,204952,203535,201158,194097,193703,202881,208567,207158,211496,221749,228147,226684,226118,224754,231241,228880,224637,209710,218224,218806,214974,187873,213720,225199,225183,210885,230460,224143,234564,219915,234571,218373,240085,236724,251568,232655,282084,284269,294950,294764,321215,316245,313331,315479,345400,346424,346009,349236,376974,372045,359615,354732,369648,378277,368625,367806,380189,394329,382788,383151,402446,419228,406490,407082,426199,434206,411057,405067,423432
2475,E09000017,Hillingdon,E01002492,Hillingdon 030E,67184,66005,65772,65309,66210,67493,70356,74292,78251,80992,84205,87522,90373,92197,95390,98643,103294,105250,111882,115225,123062,125032,129297,127870,137380,141440,149133,151750,168283,176996,182759,183650,196191,200228,200512,200088,208814,215211,215084,216400,221930,229645,229038,232424,230868,239010,240454,243354,235943,240704,240638,239047,224762,224492,227131,226405,216002,219229,230171,233963,231698,235640,242371,245067,245959,245660,247727,249484,250943,243749,239718,246627,257014,255807,265843,277600,297640,299554,316264,331022,348988,351762,367919,376417,383490,377281,387368,390124,392826,383969,395375,407336,405938,391671,406871,426657,427210,402056,407896,429657,421688,387031,390604,432132,433510,385663,385164,438983
2476,E09000017,Hillingdon,E01002493,Hillingdon 032E,60417,59869,55748,57027,60028,60153,59661,63817,68641,69245,69925,72789,76016,76203,80244,86740,93261,97046,103904,108088,110667,109866,112780,111597,114342,116956,125465,127294,135458,143687,154970,156845,163493,170656,175466,173691,177668,184755,187368,185512,184908,189131,189872,190550,195797,203866,209921,207944,214005,212990,212160,199519,207853,198051,196286,182260,186565,185095,188328,180582,191790,201987,203306,195000,197422,201687,203724,207798,215096,215188,225596,229875,232772,229184,239382,246143,253064,254610,269936,278655,282262,285122,292960,305626,311171,326133,329186,332448,329263,338655,332607,331676,323950,339585,336571,334395,320902,342955,348384,344636,329776,359540,369293,360750,340083,374977,389944,376234
2477,E09000017,Hillingdon,E01002494,Hillingdon 009C,70164,73010,74348,76699,77920,80031,81986,85071,86668,90229,94754,98658,99251,100605,103818,107369,109248,114335,124383,132119,136756,141364,148848,151721,153256,156991,164415,170744,175817,182939,189948,194733,199067,202480,204173,206221,211392,214027,215751,216913,224531,228128,226049,227000,239523,248338,247575,252920,262773,263707,253034,250687,251289,246893,235963,237015,241160,241785,239053,248327,254793,251233,247477,252961,256072,252760,252645,264451,274791,275214,276041,291242,307738,313012,318906,340316,362428,372396,377342,395451,415923,416087,408175,412228,421260,423604,422922,431640,448741,460241,459184,456339,460854,460756,455219,446530,449867,454771,460692,459437,460716,465425,480400,485687,485336,491037,514364,524047
2478,E09000017,Hillingdon,E01002495,Hillingdon 010E,81350,81052,83806,83065,83676,86737,91861,94096,96920,102580,107791,107862,107682,111418,113601,114462,118256,126668,135542,137660,140661,145613,153119,152457,153358,155010,163389,162038,158963,164933,176717,181075,180693,194736,206236,209297,204542,215330,218485,219713,217024,229901,237017,238176,236411,241532,247011,249769,246244,244588,248133,247935,242388,235156,236071,234744,234381,234331,242093,244230,243486,242077,248648,252334,250831,250028,265241,274271,267125,261990,278687,281897,261909,254502,288193,303557,295312,305726,350627,370953,373183,393132,426331,441912,454966,451883,457641,453976,445819,450238,453416,451051,445755,444241,446010,446524,433194,432772,445872,473967,461428,462033,482495,522059,488847,476551,491661,537723
2479,E09000017,Hillingdon,E01002496,Hillingdon 033A,59129,61293,61084,58345,55683,57571,58637,59347,60096,63152,64049,65775,67288,70789,73199,78265,82306,88188,90042,95289,96350,99441,102393,108656,111229,114840,122472,128974,131409,134469,149299,155120,155920,158819,179542,173830,167299,165457,179114,172988,167858,169449,180110,176033,172841,184169,189971,187860,185456,206489,200801,200652,200473,213646,210159,195435,204168,219364,211142,215620,225428,235498,230215,235956,233889,237292,221759,231667,223661,227549,219341,228535,225290,234903,234456,245493,250226,256712,261825,269090,282186,287739,295439,294504,310840,315907,326780,325043,345747,354628,366698,357516,375412,377654,377468,360214,364801,369482,373163,366541,373591,384071,379516,373630,374288,386081,377028,378055
2480,E09000017,Hillingdon,E01002497,Hillingdon 033B,56708,54992,59912,61475,64476,68789,77912,82854,84710,82393,81813,78615,77393,80002,84511,88986,92961,101369,107761,109038,107939,115723,122379,125027,128282,141775,152816,154704,152405,161500,169398,172445,176108,187815,198689,198163,194374,191802,196410,194362,198550,201478,214892,222598,231471,228859,237016,243061,246348,238138,240462,248295,242524,226686,220213,225471,219124,208246,206373,218173,216074,219483,225999,248248,257168,263966,265130,280094,280136,278472,273310,284691,281085,277219,290921,301705,296628,300835,330897,345270,351071,358996,394525,390122,390486,389298,405214,406723,407592,409951,413257,411943,411703,412462,410150,416229,412991,418297,419357,429359,409187,410378,404596,409830,368349,365287,361431,371814
2481,E09000017,Hillingdon,E01002498,Hillingdon 033C,78712,82727,92211,90351,90048,95938,108136,111465,113677,116962,124740,126786,127342,127521,130876,132393,133962,138418,146187,155112,162841,167658,175287,181271,187753,191086,199515,208211,217196,221731,228920,235246,241385,244359,246981,249795,253785,256225,256550,255367,254707,256630,256727,255412,264819,275783,287194,281619,289948,295233,299385,277622,277918,280582,285346,266241,270604,284788,294410,286235,292894,304381,309962,307755,312597,320401,321445,324290,341515,342242,339724,347328,378462,380865,388689,402477,447330,451980,460270,467530,500587,500179,504798,501351,511496,513314,521624,514235,509410,524718,536847,518257,493921,521717,537893,514072,477048,502246,504548,490272,385906,479305,501224,490477,394970,501452,555131,604914
2482,E09000017,Hillingdon,E01002499,Hillingdon 033D,63709,66896,70394,71324,71522,74239,77809,79753,81733,84787,86841,84947,84510,87470,90453,94696,99147,108295,116379,121408,118692,125008,133516,138823,140805,147099,157580,163731,165586,163951,170294,173296,179587,178772,184746,188827,192836,187793,187474,191742,193087,191415,199090,212195,215420,217670,224592,235639,236090,229477,226188,226437,222674,219247,212596,209351,205622,212101,211709,214628,215727,225559,222058,222568,218219,230606,234681,244826,249750,265782,272181,282317,285953,297350,298356,297375,300113,309893,316888,315656,327773,340544,354990,344190,361238,367715,377737,346692,357239,358125,374386,336438,365679,375460,399585,366121,405947,422182,421015,392437,446388,471978,457349,447304,504859,534166,499356,499853
2483,E09000017,Hillingdon,E01002501,Hillingdon 026B,75809,72959,74562,75181,78638,81279,85011,87760,91939,93928,93552,93751,97918,99923,98930,103098,114890,122202,131037,138680,149331,152868,155412,155452,161772,160339,164204,167879,182919,194589,205421,213740,232581,240208,236842,233654,238503,236157,233577,233328,238227,243404,245267,247801,248261,251494,250046,253177,252565,256029,254313,256048,248854,246058,242648,249599,244199,244740,248284,261171,253749,251928,263578,288580,278553,272333,286532,308490,289045,273675,283817,301840,293979,287765,313371,329998,329029,328520,357756,363867,367563,366704,388297,396193,409753,408840,425724,434121,455733,454224,455169,452581,470087,466462,452131,464033,475440,487475,457464,477533,470882,486752,425000,456934,445186,478922,401023,452746
2484,E09000017,Hillingdon,E01002502,Hillingdon 026C,57729,59953,59973,56685,63943,67772,69044,69023,75376,80405,81116,81974,85250,90302,91744,96223,100799,110387,114087,118701,121043,130682,133327,135951,138127,151593,159544,164019,164860,180789,189410,193210,193747,204265,209869,213244,212412,218338,219552,222027,221295,224996,226620,230388,231302,234661,235073,235479,235677,237919,238488,233349,232469,234310,237515,231996,236016,242175,248355,244830,248585,248029,248343,242244,242459,243333,244820,247410,248004,248958,250589,258811,263193,263762,267545,289988,291207,300636,316460,348050,349707,354648,369392,399258,396150,399707,400033,434964,419371,412271,395028,425000,410000,411696,413276,432785,429948,433867,440452,456441,456140,456851,459583,464083,460990,461008,465661,465462
2485,E09000017,Hillingdon,E01002503,Hillingdon 027C,68808,65580,62591,62588,65936,65105,66979,70322,75986,76960,81401,84421,88293,88022,94137,97069,103184,105597,115294,118853,125312,125325,134164,137260,145526,150952,163491,169403,178719,183886,190863,190678,195645,202687,209761,209569,214154,222550,224574,218761,218025,224817,225180,222983,224739,234483,236004,235127,237261,247076,246831,242153,238922,244422,241499,236979,233595,238434,239770,236488,234091,235561,233923,230226,230373,232332,233196,231282,240191,245544,251309,251178,264985,271707,280119,283472,301022,307146,316205,324966,340922,345658,356187,366649,378175,383076,383278,396048,405884,411176,413048,421290,422359,423787,411857,412319,414762,414690,425538,439361,454830,446319,459223,467817,480483,459086,477575,485353
2486,E09000017,Hillingdon,E01002504,Hillingdon 027D,55725,55140,54972,59334,60044,60768,61825,65115,63764,62537,62186,63356,62542,63345,66641,70632,73764,78806,84875,87106,87537,90734,92444,92030,97574,109276,116399,119628,128703,139271,139456,134793,141523,152517,149973,148814,161844,182143,176169,171465,179755,193658,184851,175408,177990,190136,175868,168683,172307,192181,180114,178737,183984,205895,191728,187073,200162,228521,226213,236359,248969,269667,266330,284506,284605,282679,270498,289596,281578,255773,245319,279351,280759,258293,255584,297496,296068,271679,266657,298540,296213,279348,280474,314480,314382,308424,304090,325700,311759,302848,290409,311483,304592,298700,303553,348221,340485,335572,345258,396270,375675,358370,367598,425476,400591,385373,402457,470859
2487,E09000017,Hillingdon,E01002505,Hillingdon 026D,42623,45687,45572,45745,49008,52848,53430,54391,54371,55443,53780,54582,54289,57126,58490,63802,65092,69620,72030,79929,81002,87261,89740,96662,96830,102214,106459,114411,116399,120437,123443,126009,126724,129620,134107,136174,138135,138320,141912,142647,145791,145215,149042,148308,147730,144056,150143,148683,152533,153679,170411,171529,180636,183389,202846,200604,204373,200440,200140,182566,172500,158437,161090,149939,144078,143160,147758,142880,135353,139835,143183,144755,136546,148229,154327,168084,162954,179790,184917,206387,201076,214642,219332,244389,236319,244793,245651,271905,265313,274131,268197,296088,283116,295299,277507,297118,274885,267988,253304,252491,235000,236299,232785,227467,225337,224244,223286,204914
2488,E09000017,Hillingdon,E01002506,Hillingdon 027E,49541,47590,54337,60121,60252,60221,66949,73763,76691,77799,81109,82546,78863,72680,69254,67199,68050,68928,77649,84507,96049,101673,115117,119208,129830,132599,144444,140261,149221,153582,167514,157920,168626,180320,192426,170581,174338,186826,200875,174827,178354,198075,212105,187031,191804,215405,216809,189065,184032,202339,192501,174157,171253,196390,177596,170745,163718,186335,162422,159709,151035,172491,156838,154004,153877,175886,172446,162163,165327,193624,198702,177508,180665,221085,225932,182055,182223,210279,208569,180000,182077,200782,201658,182453,189138,197691,203259,199804,213763,218828,223635,222840,263149,265939,295126,272000,335906,337622,377756,338483,401221,372714,396490,300313,377855,339488,371436,249548
2489,E09000017,Hillingdon,E01002507,Hillingdon 027F,63749,62422,63319,63198,63425,64493,67995,71533,74526,77255,81111,84786,86037,87889,90445,93622,94499,96798,101605,108707,111764,117063,123269,130404,134257,143261,153034,162416,167985,175748,182821,187448,190839,196488,200934,203693,208376,212671,216173,216893,218270,219517,221814,225570,231924,235629,241374,246662,249913,243961,243190,243807,240700,226268,221001,221535,219122,205586,205087,215545,226846,225723,230545,236680,247805,245692,242743,236514,250277,251400,249415,245985,266236,277115,279545,278133,293443,310535,314989,319298,336003,366638,375057,382080,387371,412373,411486,412752,408217,422117,412083,414438,410441,424034,413556,434883,438727,448725,427352,464844,468388,475008,443732,496649,498188,497028,452465,519564
2490,E09000017,Hillingdon,E01002508,Hillingdon 026E,61179,60391,60846,66762,65859,67126,69144,75774,74112,75152,77971,85987,85817,89570,93847,101700,101005,104016,110069,118942,122835,127941,133767,139735,142873,148952,154775,165294,169679,175355,179003,188865,190751,195919,197602,203897,202229,202455,201107,204771,200964,203055,207648,213541,215727,222063,228370,235120,237495,237928,236310,232660,231375,229629,227015,223376,228650,231551,233747,233799,236984,235793,233651,238968,232299,232989,227493,242130,223580,231664,228115,262266,244123,265951,267647,310356,294694,318512,322995,357076,349375,364162,367175,386473,381035,381139,382827,391826,389219,388741,391397,400163,407885,408435,414366,422653,428001,426589,429033,428631,428478,425762,429340,426033,426783,424832,430736,424630
2491,E09000017,Hillingdon,E01002509,Hillingdon 017D,102484,115463,99249,117655,98791,112984,109565,120729,107257,115061,113814,115174,107525,124985,142987,145124,148568,162714,178235,168051,176709,186401,209161,208795,218175,199520,203718,212069,240363,242657,274424,290177,305817,289506,312236,280510,287321,292905,345392,341146,351812,348045,382981,351407,352716,357214,383018,360968,374256,372314,370945,343470,339884,329425,340072,313230,310626,289286,313043,279895,301486,317378,399984,358093,381612,370610,413163,307445,315200,320575,390720,330842,373482,397180,462344,421401,438255,440961,475277,465791,497251,515108,560659,575978,574280,560450,589409,599872,583981,584167,607748,599834,564612,551978,568626,572619,550628,570527,605522,644001,641512,675340,678682,694817,677990,715917,701820,719129
2492,E09000017,Hillingdon,E01002511,Hillingdon 017E,66638,64516,65835,70593,72531,73903,78728,85076,88243,90032,91879,93518,94828,99440,105154,110081,113691,119675,123080,124591,127201,135822,139523,144430,151661,162126,169293,178361,188665,197508,204696,207646,209883,208965,213918,215256,221226,222147,230098,232598,232996,227330,232706,233498,234703,231552,238568,240080,235158,229501,229992,228326,220077,216545,217408,218522,220462,226871,234754,242579,241828,244417,248077,256494,259768,249750,250026,261090,268912,256623,254210,274669,283119,275296,275824,308287,323150,323569,329377,380736,399103,390590,393698,414792,422500,421818,431846,443911,461171,462635,471785,460389,471581,466323,470200,449600,457356,449977,455959,444728,448362,443397,456393,450071,452230,448780,466277,463515
2493,E09000017,Hillingdon,E01002512,Hillingdon 013C,123189,126208,125122,137490,138716,141025,138940,145094,141436,137795,140422,161079,176995,184117,190621,201045,205111,201541,213368,223899,233463,234621,251458,257215,250078,250464,275970,286490,284578,291455,314655,326025,317972,317132,329327,341834,344957,346621,355965,357607,359317,342712,335747,333250,338696,340809,369557,395482,411933,426911,445526,441447,414768,409766,397848,358482,320274,342992,344670,318554,297609,337129,336224,331341,327845,371565,373060,390851,391053,422324,424392,455297,456949,477401,463959,485278,463759,484077,487063,524803,503186,543885,545575,551421,489435,497082,517785,529441,503281,521849,570823,584154,577696,584156,658182,622796,621112,600892,664895,664001,589449,536541,613992,642796,528423,464429,574004,639738
2494,E09000017,Hillingdon,E01002513,Hillingdon 013D,127241,132116,137238,139869,143197,145709,147784,148013,153356,157826,162114,164214,175449,181644,185199,185417,194548,197796,206497,214595,231545,245402,260408,255377,259767,263806,283935,278337,283595,291286,319203,310325,318387,322090,342198,320712,316299,296553,310356,313444,337138,347004,373902,379850,416529,406755,410130,387262,428118,384894,373052,306659,344678,295434,282907,258416,351788,350869,377542,366866,435599,424162,424472,409052,445780,449617,436204,424342,426843,443639,442667,444154,460986,488412,494101,481332,491200,497321,503871,483157,506047,513986,546480,515429,570099,549170,587081,523300,565820,540796,562365,448266,459717,443686,409272,320033,372719,349997,354373,305198,473007,544918,509894,455298,658322,744426,669907,601956
2495,E09000017,Hillingdon,E01002514,Hillingdon 015C,71754,65874,62593,63756,70655,69536,71922,77426,85251,85968,87874,90715,94097,95205,100625,107482,112326,115723,119214,127382,128236,134081,141013,155059,152763,157006,157091,176160,174091,177087,174371,199423,199099,196176,189045,218041,216262,205357,197413,223426,225431,220093,221767,244988,247291,239679,238546,248521,245188,239617,239826,239683,236368,230715,226702,224069,223179,219816,220339,219285,218903,214904,220329,218143,220609,216104,233141,233516,243417,237458,255423,248601,254282,244541,259733,255288,270665,264153,275118,280125,297428,296945,312257,328525,345545,342959,352413,364663,368435,350434,347586,348580,338405,317255,310751,335127,342980,347403,367367,375263,370202,367736,368805,367407,354826,355441,355949,354671
2496,E09000017,Hillingdon,E01002515,Hillingdon 015D,56010,57815,58112,76743,79741,77127,74631,81950,75590,71803,78041,90728,92773,94198,104064,112864,112824,107744,115761,130944,135325,131899,141689,179799,194059,201197,207575,222953,222457,215069,199022,193848,185080,216160,216011,220534,226272,247134,247189,247399,242737,250455,249974,247080,239416,240632,243750,242806,235455,236404,241474,236899,225153,215806,216167,213221,212456,208564,212686,215004,213961,205406,202620,202323,205065,204620,205090,214746,221046,228670,236225,256557,265155,277131,285622,300643,303096,304232,307003,316792,322720,332519,344519,354361,361565,370024,372317,373095,436104,480255,521669,589535,591653,588126,583837,595663,593143,561167,546454,534490,556227,492046,485872,470387,515056,426874,424138,402122
2497,E09000017,Hillingdon,E01002516,Hillingdon 013E,191134,189788,188773,162938,167494,163435,155215,132747,136740,142417,151962,160186,185832,208702,220204,232206,253873,269848,286972,300178,310350,300941,311836,307979,311185,296571,318598,330589,347876,342339,357608,366053,374419,368225,360685,364725,373689,383858,370586,381672,379629,397351,396099,429248,450814,486555,499670,533059,536250,549004,540123,546452,527252,521428,514857,516683,501868,485114,496020,496994,480139,445388,463577,464484,455860,419911,462188,467433,469548,449484,519177,529119,547803,543692,607188,597660,583203,541623,543632,497426,489947,479450,491031,487832,514108,515831,525325,544474,590232,615916,648540,714333,778049,820405,752690,738087,738313,690000,668577,681393,723493,729697,717195,725263,780663,793388,779835,782071
2498,E09000017,Hillingdon,E01002518,Hillingdon 022C,103087,92518,85610,85170,92715,89626,91352,98366,106342,106555,107669,110770,110349,110504,114581,119842,120025,127455,134191,139375,139609,144976,148313,150231,155756,165754,177772,180879,185818,196471,208572,208933,212888,216904,227131,222379,224787,226238,245674,235799,236916,228813,255739,241062,252373,235075,279637,263919,287908,270693,300190,273339,282843,248044,254267,218003,259686,247086,256863,244559,273843,253010,255686,253090,278871,276484,277969,277135,285842,284733,282509,283443,295095,310545,313112,326522,342591,371696,373534,401274,405076,427593,412638,436708,421001,428081,403151,437817,420702,422893,412863,457255,438531,432977,427772,467515,447012,448599,459991,511371,498650,501323,507185,542161,517355,515876,523149,554932
2499,E09000017,Hillingdon,E01002519,Hillingdon 022D,44171,46812,46328,47867,46927,49037,50146,52370,53478,55548,56830,58032,58652,60282,61986,62001,61909,61659,60156,62567,64654,67289,68724,81658,89119,91427,90188,102367,104706,102393,101561,118771,122390,119935,120338,132895,132272,130768,134478,142289,141534,143999,149893,155067,157390,161054,166211,167535,167905,164092,162487,156493,152186,143636,141670,141651,144366,142707,144865,150724,153860,154497,154973,161120,162972,164335,161388,165200,165333,163854,160736,166206,171224,172321,177668,186126,204441,215747,219754,216140,232971,225276,237229,223618,248928,233212,256369,245482,271119,248438,284111,269516,298574,273197,299193,279648,301443,277085,293568,273436,294542,275488,289171,274018,296330,279377,285842,271884
2500,E09000017,Hillingdon,E01002520,Hillingdon 016B,70641,70113,69836,70603,69239,69746,71965,77605,80048,82572,85100,89703,90416,93961,100222,109995,115005,117920,122597,126996,128875,129975,135890,138164,141915,144325,150726,152492,158399,162356,167637,166016,170151,173937,180785,178852,184162,184053,192342,188998,197459,196424,213290,207554,215581,204703,220956,207090,217656,225044,235249,208318,207122,214166,196444,180682,186570,218097,198747,191368,191675,219870,205684,205631,206858,230759,221442,227639,228339,248243,244673,251727,253733,277480,275412,279836,280411,301707,297659,302896,316595,343622,337955,338927,356999,370052,353224,348472,361247,358593,338083,334098,345786,343976,328058,333988,352881,359242,359644,363016,382426,385910,388276,383587,398992,396576,401016,390295
2501,E09000017,Hillingdon,E01002521,Hillingdon 016C,47659,47564,49453,47203,47384,50032,53928,57196,57842,61426,63755,67513,64898,70424,74088,82529,80667,85552,88827,100506,99457,103389,106256,117015,114098,117510,119542,132008,133109,141512,144990,157051,155943,162731,172346,182040,179552,179826,187549,188873,183267,176002,188582,190163,185617,170712,191682,197475,197319,190234,204097,207363,204377,190126,190955,187502,183149,175047,171034,171260,173818,169931,169204,170618,171139,169454,168816,172184,177223,180037,184389,190528,199111,203873,210101,216957,230549,238016,248371,255654,266459,267831,272548,277981,284437,287578,298507,289519,284089,281142,278893,280137,279864,279718,277331,278042,276813,274912,271963,274427,277932,279653,278261,278739,281874,281918,279554,277114
2502,E09000017,Hillingdon,E01002523,Hillingdon 016D,70075,67845,69291,72163,78161,77935,79927,82150,85634,86881,90848,94978,99528,103552,108830,113391,117220,120609,125083,127735,128172,128378,131600,138183,143491,149942,158488,170377,176157,183322,189480,196718,201771,208545,216549,222731,225660,227712,232702,235229,234521,233580,238832,244728,248056,248086,250253,253822,253409,251571,246098,246386,243860,242283,236594,237349,240614,244525,245229,247359,249151,246055,245367,251668,253837,252706,256895,265966,264696,260115,261620,271874,269660,270133,280051,296429,302775,311485,331513,348784,361357,373220,395428,391309,391716,391988,395127,394411,395645,394474,400887,391884,400869,408455,427085,425056,430690,439495,467432,473248,458555,460559,488308,493194,456073,456654,495784,509078
2503,E09000017,Hillingdon,E01002525,Hillingdon 029B,70909,81103,77227,71714,66554,72056,69960,68935,69759,78571,85670,91420,95287,101673,109109,113698,116375,119343,126260,129969,132398,136128,148151,156173,160714,163492,170266,173404,174354,172708,176833,181584,184375,181099,181223,182905,184839,181749,186056,195169,207059,210621,213678,221849,234724,234801,227740,228682,232793,232187,216657,211667,214409,219220,207737,211503,218948,231797,228200,232595,232414,234702,236834,239964,242913,250385,262543,267676,274690,274045,282398,278176,287872,293001,303187,301268,319682,331616,343820,349629,375283,393495,399548,406066,423936,429091,430778,447500,444981,427954,416288,420638,417075,400548,395663,420015,422748,391517,409206,436935,438250,385932,417892,440107,437659,364827,417844,442248
2504,E09000017,Hillingdon,E01002526,Hillingdon 028C,67565,73192,68132,66719,67716,74726,73199,74940,76873,84009,83385,85512,86417,92999,94675,99306,100859,109498,113443,119171,119205,126492,131359,138457,140386,147847,154419,161477,165036,171269,177031,182248,185620,189412,192220,194369,197517,201962,203361,204162,205105,207599,207575,212181,216440,224039,226355,234637,237213,235803,229201,230895,225827,219097,212128,217452,218332,214933,214938,221928,224649,220053,222412,224369,226058,225340,234382,233232,234764,233197,244632,237259,236562,235737,246319,249330,250000,260709,282525,299560,314119,314672,322549,339476,338605,339478,347195,353136,355625,356604,355543,352363,358289,358318,346915,340251,343234,341157,335000,330658,329781,325902,317620,317210,314664,311671,305211,309262
2505,E09000017,Hillingdon,E01002527,Hillingdon 031D,68428,74360,75198,74585,72985,77043,77326,77579,77537,82272,85725,89179,89612,91881,92844,94344,95731,101461,108163,115861,120629,127912,131064,133806,137834,145739,149863,158070,166655,178709,180957,183911,180538,185528,183096,184838,181709,191212,197372,200554,193718,200848,207434,209335,200303,205700,218111,217262,200414,196827,202995,202548,189173,186115,198254,204927,195225,191529,206783,214611,205417,202823,214601,222473,215874,213330,218767,220076,211295,208425,208597,211389,214819,226017,227154,238381,257236,276683,276321,292717,316886,334613,321439,329734,346308,353655,345361,347155,358660,359517,355056,345261,349154,345817,351495,335934,345852,351821,360699,359037,354532,359573,356154,346695,315642,311267,307190,302436
2506,E09000017,Hillingdon,E01002528,Hillingdon 028D,60374,65211,65869,65217,66826,70591,72895,74070,75531,79603,84368,87314,86046,86647,90618,94461,93582,97962,106888,117121,117631,121680,127613,136903,137610,141738,150112,161921,165843,168707,174029,180158,184599,185784,191240,196850,204580,205278,208511,210792,215561,216404,219534,223685,229439,233042,235009,238583,241211,242095,242917,243297,242144,238569,237150,236335,235008,229310,229722,231623,232114,225239,227119,229468,232244,227860,233012,237720,244650,243500,249372,250177,266639,266918,279487,293500,285000,297596,317387,332154,349985,355032,379985,394258,403197,402789,425491,429406,421379,410906,418363,418967,415361,411045,419694,416987,415003,414147,419011,413144,409955,422970,433276,432631,435950,453325,464138,464279
2507,E09000017,Hillingdon,E01002529,Hillingdon 029C,54735,52685,50724,52904,60596,59123,58938,60105,65959,64799,64872,64881,70237,73924,83266,91824,106669,115615,122475,124480,131059,130939,133333,135588,147595,153044,158374,156553,163999,164686,166338,164055,170389,174713,178814,176328,178276,182467,183836,182555,186012,193271,197322,198343,201505,206214,208012,207575,211602,212357,213782,214350,219748,216227,215075,211700,213316,212126,213932,210167,213688,218688,215119,222518,228056,227860,208765,213512,210390,210261,184916,210093,218363,228032,210746,237559,240145,250001,224210,253460,250915,273959,252155,285402,274613,309739,281944,311745,293784,335979,321441,349050,334422,384486,383494,410536,378257,408476,404829,398803,358630,371583,368339,341061,284025,275989,276027,232487
